alt_id,comment,created_by,creation_date,def,name,property_value,subset,synonym,xref
,Refers to purple (PATO:0000951): A color that falls about midway between red and blue in hue.,moorel,2012-04-30T13:18:41Z,"""A seedling hypocotyl color trait (TO:0000759) where a hypocotyl (PO:0020100) is observed to have the color purple."" [PATO:0000951, PO:0020100, TO:cooperl]",seedling hypocotyl purple,,,,"['PATO:0000014', 'PATO:0000951']"
,Refers to dark purple (PATO:0001259): A color consisting of purple color and low brightness.,moorel,2012-04-30T13:20:07Z,"""A seedling hypocotyl color trait (TO:0000759) where a hypocotyl (PO:0020100) is observed to have the color dark purple."" [PATO:0001259, PO:0020100, TO:cooperl]",seedling hypocotyl dark purple,,,,"['PATO:0000014', 'PATO:0001259']"
,,moorel,2012-04-30T13:27:43Z,"""A cardinal organ part morphology trait (TO:0000754) which is a quality of a stalk (PO:0025066)."" [PO:0025066, TO:cooperl]",stalk morphology trait,,,,
,,moorel,2012-04-30T13:29:38Z,"""A stalk morphology trait (TO:0000764) which is a quality of a petiole (PO:0020038)."" [PO:0020038, TO:cooperl]",petiole morphology trait,,,,['TO_GIT:87']
,,moorel,2012-04-30T13:31:22Z,"""A petiole morphology trait (TO:0000765) which is the length of a petiole (PO:0020038)."" [PO:0020038, TO:cooperl]",petiole length,,,,"['PATO:0000122', 'TO_GIT:87']"
,,moorel,2012-04-30T13:33:50Z,"""A petiole morphology trait (TO:0000765) which is the shape of a petiole (PO:0020038)."" [PO:0020038, TO:cooperl]",petiole shape,,,,"['PATO:0000052', 'TO_GIT:87']"
,,moorel,2012-04-30T13:37:02Z,"""A petiole morphology trait (TO:0000765) which is the size of a petiole (PO:0020038)."" [PO:0020038, TO:cooperl]",petiole size,,,,"['PATO:0000117', 'TO_GIT:87']"
,Use this term to describe traits for a seedling hypocotyl (PO:002529; a hypocotyl (PO:0020100) that is part of a whole plant (PO:0000003) in the seedling development stage (PO:0007131)).,moorel,2012-05-03T12:51:59Z,"""A hypocotyl morphology trait (TO:0000757) which a seedling hypocotyl (PO:0025291)."" [PO:0025291, TO:cooperl]",seedling hypocotyl morphology trait,,,,
,,moorel,2012-05-04T13:30:57Z,"""A bacterial disease resistance (TO:0000315) that is involved in the response to bacterial blight disease."" [TO:cooperl]",bacterial blight disease resistance,,,,['TO_GIT:66']
,Use this term to describe traits for embryo hypocotyl (A hypocotyl (PO:0020100) that is part of a plant embryo (PO:0009009)).,moorel,2012-05-04T13:47:12Z,"""A hypocotyl morphology trait (TO:0000757) which is a quality of an embryo hypocotyl (PO:0025290)."" [PO:0025290, TO:cooperl]",embryo hypocotyl morphology trait,,,,
,Use this term to descride traits for seedling mesocotyl (PO:0025295: A seedling mesocotyl is an elongation of and embryonic mesocotyl that is part of a whole plant in the seedling phase).,moorel,2012-05-04T13:52:34Z,"""A mesocotyl morphology trait (TO:0000758) which is a quality of a seedling mesocotyl (PO:0025295)."" [PO:0025295, TO:cooperl]",seedling mesocotyl morphology trait,,,,
,,moorel,2012-05-04T13:57:56Z,"""A mesocotyl morphology trait (TO:0000758) which is a quality of an embryo mesocotyl (PO:0025294)."" [PO:0025294, TO:cooperl]",embryo mesocotyl morphology trait,,,,
,Use this term to describe traits for a seedling cotyledon ((PO:0025471):A cotyledon (PO:0020030) that is part of a whole plant (PO:0000003) in the seedling development stage (PO:0007131)).,moorel,2012-05-11T12:28:54Z,"""A cotyledon morphology trait (TO:0000749) which is a quality of a seedling cotyledon (PO:0025471)."" [PO:0025471, TO:cooperl]",seedling cotyledon morphology trait,,,,['TO_GIT:61']
,Use this term to describe traits for an plant embryo cotyledon (PO:0025470): A cotyledon (PO:0020030) that is part of a plant embryo (PO:0009009).,moorel,2012-05-11T12:34:04Z,"""A cotyledon morphology trait (TO:0000749) which is a quality of a plant embryo cotyledon (PO:0025470)."" [PO:0025470, TO:cooperl]",plant embryo cotyledon morphology trait,,,,
,,moorel,2012-05-17T12:28:05Z,"""A shoot axis morphology trait (TO:0000739) which is a quality of a peduncle (PO:0009053)."" [PO:0009053, TO:cooperl]",peduncle morphology trait,,"['Cucurbita', 'Hordeum_vulgare', 'Triticum_aestivum']",,['TO_GIT:88']
,,moorel,2012-05-17T12:29:02Z,"""A peduncle morphology trait (TO:0000776) which is a quality of the presence of cuticular wax (PO:0025386)."" [PO:0025386, TO:cooperl]",peduncle waxiness,,['Triticum_aestivum'],,['TO_GIT:88']
,,moorel,2012-05-17T13:54:47Z,"""A peduncle morphology trait (TO:0000776) which is the type of a peduncle (PO:0009053)."" [PO:0009053, TO:cooperl]",peduncle type,,['Hordeum_vulgare'],,
,"Refers to the color ((PATO:0000014):A composite chromatic quality composed of hue, saturation and intensity parts) of a peduncle (PO:0009053).",moorel,2012-05-17T13:58:50Z,"""A peduncle morphology trait (TO:0000776) which is the color of a peduncle (PO:0009053)."" [PO:0009053, TO:cooperl]",peduncle color,,['Cucurbita'],,['PATO:0000014']
,Refers to the attachment quatlity ((PATO:0001435): A structural quality inhering in a bearer by virtue of the bearer's having connection or association with another entity) of a peduncle (PO:0009053).,moorel,2012-05-17T14:01:07Z,"""A peduncle morphology trait (TO:0000776) which is the attachment quality of a peduncle (PO:0009053)."" [PO:0009053, TO:cooperl]",peduncle attachment,,['Cucurbita'],"['""pod attachment (related)"" RELATED []']",['PATO:0001435']
,,moorel,2012-05-17T14:19:59Z,"""A seedling hypocotyl morphology trait (TO:0000769) which is the size of a seedling hypocotyl (PO:0025291)."" [PO:0025291, TO:cooperl]",seedling hypocotyl size,,['Zea_mays'],,['PATO:0000117']
,,moorel,2012-05-17T14:39:45Z,"""A shoot axis morphology trait (TO:0000739) which is a quality of an inflorescence axis (PO:0020122)."" [PO:0020122, TO:cooperl]",inflorescence axis morphology trait,,,,
,Refers to the size ((PATO:0000117): A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude) of an inflorescence axis (PO:0020122).,moorel,2012-05-17T14:42:14Z,"""An inflorescence axis morphology trait (TO:0000782) which is the size of an inflorescence axis (PO:0020122)."" [PO:0020122, TO:cooperl]",inflorescence axis size,,['Hordeum_vulgare'],,['PATO:0000117']
,,moorel,2012-05-18T13:25:20Z,"""A inflorescence axis morphology trait (TO:0000782) which is a quality of an inflorescence branch (PO:0009081)."" [PO:0009081, TO:cooperl]",inflorescence branch morphology trait,,,,
,,moorel,2012-05-18T13:29:07Z,"""An inflorescence branch morphology trait (TO:0000784) which is a quality of a tassel branch (PO:0006323)."" [PO:0006323, TO:cooperl]",tassel branch morphology trait,,,,['TO_GIT:89']
,,moorel,2012-05-18T13:35:01Z,"""A shoot system morphology trait (TO:0000077) that is a quality of a reproductive shoot system (PO:0025082)."" [PO:0025082, TO:cooperl]",reproductive shoot system morphology trait,,,,['TO_GIT:57']
,,moorel,2012-05-18T13:38:09Z,"""An inflorescence morphology trait (TO:0000373) which is the waxiness of an inflorescence (PO:0009049)."" [PO:0009049, TO:cooperl]",inflorescence waxiness,,['Hordeum_vulgare'],,
,,moorel,2012-05-18T13:45:59Z,"""An inflorescence morphology trait (TO:0000373) which is a quality of a tassel inflorescence (PO:0020126)."" [PO:0020126, TO:cooperl]",tassel inflorescence morphology trait,,['Zea_mays'],,['TO_GIT:89']
,,moorel,2012-05-24T13:52:40Z,"""A shoot system morphology trait (TO:0000077) which is a quality of a bud (PO:0000055)."" [PO:0000055, TO:cooperl]",bud morphology trait,,,,['TO_GIT:91']
,,moorel,2012-05-24T13:55:08Z,"""A bud morphology trait (TO:0000789) which is a quality of an axillary bud (PO:0004709)."" [PO:0004709, TO:cooperl]",axillary bud morphology trait,,['Saccharum'],,['TO_GIT:91']
,Refer to size (PATO:0000117): A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude. Size categories ranging from small to medium to large.,moorel,2012-05-30T13:20:21Z,"""An axillary bud morphology trait (TO:0000790) which the size of an axillary bud (PO:0004709)."" [PO:0004709, TO:cooperl]",axillary bud size,,['Saccharum'],,"['PATO:0000117', 'TO_GIT:91']"
,Refer to number (PATO:0001056).,moorel,2012-05-30T13:23:10Z,"""An axillary bud morphology trait (TO:0000790) which is the number of axillary buds (PO:0004709) on a stalk or stem."" [PO:0004709, TO:cooperl]",axillary bud number,,['Saccharum'],,"['PATO:0001056', 'TO_GIT:91']"
,"Refer to shape (PATO:0000052): A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc).",moorel,2012-05-30T13:25:45Z,"""An axillary bud morphology trait (TO:0000790) which is the shape of an axillary bud (PO:0004709)."" [PO:0004709, TO:cooperl]",axillary bud shape,,['Saccharum'],,"['PATO:0000052', 'TO_GIT:91']"
,"Refer to prominent (PATO:0014820): A protruding quality inhering in a bearer by virtue of the bearer's standing out or projecting beyond a surface or line. Promenence categorized by hidden, medium or exposed.",moorel,2012-05-30T13:29:13Z,"""An axillary bud morphology trait (TO:0000790) which is the prominence of an axillary bud (PO:0004709)."" [PO:0004709, TO:cooperl]",axillary bud prominence,,['Saccharum'],,"['PATO:0014820', 'TO_GIT:91']"
,"Refer to color PATO:0000014: A composite chromatic quality composed of hue, saturation and intensity parts.",moorel,2012-05-30T13:56:54Z,"""A tassel inflorescence morphology trait (TO:0000788) which is the color of a tassel inflorescence (PO:0020126)."" [PO:0020126, TO:cooperl]",tassel inflorescence color,,['Zea_mays'],,"['PATO:0000014', 'TO_GIT:89']"
,Refer to circumference PATO:0001684: An 1-D extent quality which is equal to the length of the closed curve of a circle.,moorel,2012-05-30T14:00:19Z,"""A tassel inflorescence morphology trait (TO:0000788) which is the circumference of a tassel inflorescence (PO:0020126)."" [PO:0020126, TO:cooperl]",tassel inflorescence circumference,,['Zea_mays'],,"['PATO:0001684', 'TO_GIT:89']"
,Refer to height PATO:0000119: A 1-D extent quality inhering in a bearer by virtue of the bearer's vertical dimension of extension.,moorel,2012-05-30T14:04:13Z,"""A tassel inflorescence morphology trait (TO:0000788) which is the height of a tassel inflorescence (PO:0020126)."" [PO:0020126, TO:cooperl]",tassel inflorescence height,,['Zea_mays'],,"['PATO:0000119', 'TO_GIT:89']"
,Refer to length PATO:0000122: A 1-D extent quality which is equal to the distance between two points.,moorel,2012-05-30T14:06:52Z,"""A tassel inflorescence morphology trait (TO:0000788) which is the length of a tassel inflorescence (PO:0020126)."" [PMID:28373892, PO:0020126, TO:cooperl]",tassel inflorescence length,,['Zea_mays'],,"['PATO:0000122', 'TO_GIT:89']"
,Refer to diameter PATO:0001334: A length quality which is equal to the length of any straight line segment that passes through the center of a circle and whose endpoints are on the circular boundary.,moorel,2012-05-30T14:09:31Z,"""A tassel inflorescence morphology trait (TO:0000788) which is the diameter of a tassel inflorescence (PO:0020126)."" [PO:0020126, TO:cooperl]",tassel inflorescence diameter,,['Zea_mays'],,"['PATO:0001334', 'TO_GIT:89']"
,Refer to absolute density PATO:0001070.,moorel,2012-06-01T13:16:10Z,"""An inflorescence morphology trait (TO:0000373) which is the density of an inflorescence (PO:0009049)."" [PO:0009049, TO:cooperl]",inflorescence density,,,"['""head density (narrow)"" NARROW []']","['PATO:0001070', 'TO_GIT:92', 'TO_GIT:97']"
,Refer to depth PATO:0001595: A 1-D extent quality inhering in a bearer by virtue of the bearer's downward or backward or inward dimenision.,moorel,2012-06-01T13:18:51Z,"""An inflorescence morphology trait (TO:0000373) which is the depth of an inflorescence (PO:0009049)."" [PO:0009049, TO:cooperl]",inflorescence depth,,,"['""head depth (narrow)"" NARROW []']","['PATO:0001595', 'TO_GIT:92', 'TO_GIT:97']"
['TO:0000679'],Refer to diameter PATO:0001334:A length quality which is equal to the length of any straight line segment that passes through the center of a circle and whose endpoints are on the circular boundary.,moorel,2012-06-01T13:20:49Z,"""An inflorescence morphology trait (TO:0000373) which with the diameter of an inflorescence (PO:0009049)."" [PO:0009049, TO:cooperl]",inflorescence diameter,,,"['""head diameter (narrow)"" NARROW []']","['PATO:0001334', 'TO_GIT:92', 'TO_GIT:97']"
,Refer to weight PATO:0000128:A physical quality inhering in a bearer that has mass near a gravitational body.,moorel,2012-06-01T13:23:12Z,"""An inflorescence morphology trait (TO:0000373) which is the weight of an inflorescence (PO:0009049)."" [PO:0009049, TO:cooperl]",inflorescence weight,,,"['""head weight (narrow)"" NARROW []']","['PATO:0000128', 'TO_GIT:92', 'TO_GIT:97']"
['TO:0000637'],Refer to width PATO:0000921: A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.,moorel,2012-06-01T13:25:43Z,"""An inflorescence morphology trait (TO:0000373) which is the width of an inflorescence (PO:0009049)."" [PO:0009049, TO:cooperl]",inflorescence width,,,"['"" INFLWD (related)"" RELATED []', '""head width (narrow)"" NARROW []']","['PATO:0000921', 'TO_GIT:92', 'TO_GIT:97']"
,"Refer to texture PATO:0000150: A morphologic quality inhering in a bearer by virtue of the bearer's relative size, organization and distribution of its surface elements or the representation or invention of the appearance of its surface; visual and tactile surface characteristics.",moorel,2012-06-01T13:28:08Z,"""An inflorescence morphology trait (TO:0000373) which with the texture of an inflorescence (PO:0009049)."" [PO:0009049, TO:cooperl]",inflorescence texture,,,"['""head texture (narrow)"" NARROW []']","['PATO:0000150', 'TO_GIT:92', 'TO_GIT:97']"
,Refer to presence value PATO:0000458.,moorel,2012-06-01T13:30:09Z,"""An inflorescence morphology trait (TO:0000373) which is the presence of an inflorescence (PO:0009049)."" [PO:0009049, TO:cooperl]",inflorescence presence,,,,"['PATO:0000458', 'TO_GIT:97']"
,,moorel,2012-06-01T13:35:28Z,"""A collective organ part structure morphology trait (TO:0000841) which is a quality of a pseudostem (PO:0025248)."" [PO:0025248, TO:cooperl]",pseudostem morphology trait,,['Allium_porrum'],,"['TO_GIT:94', 'TO_GIT:96']"
,Refer to length PATO:0000122: A 1-D extent quality which is equal to the distance between two points.,moorel,2012-06-01T13:38:37Z,"""A pseudostem morphology trait (TO:0000807) which is the length of a pseudostem (PO:0025248)."" [PO:0025248, TO:cooperl]",pseudostem length,,['Allium_porrum'],,"['PATO:0000122', 'TO_GIT:94']"
